Year_of_Release,Platform,Genre,Global_Sales
-01-0114-01-01,PS3,Adventure,0.09
-01-0109-01-01,PSP,Adventure,0.09
-01-01-01-01-01-01,X360,Sports,0.09
-01-0103-01-01,PS2,Racing,0.09
-01-0111-01-01,PC,Strategy,0.09
-01-0108-01-01,Wii,Sports,0.09
-01-0111-01-01,X360,Sports,0.09
-01-0114-01-01,3DS,Action,0.09
1998-01-01,SAT,Strategy,0.09
-01-0112-01-01,PSP,Adventure,0.09
-01-0112-01-01,3DS,Action,0.09
-01-0107-01-01,X360,Action,0.09
-01-0109-01-01,DS,Action,0.09
-01-0116-01-01,PS4,Misc,0.09
1998-01-01,PS,Strategy,0.09
-01-0101-01-01,PS,Strategy,0.09
1997-01-01,PS,Action,0.09
1995-01-01,SNES,Role-Playing,0.09
-01-0109-01-01,PC,Racing,0.09
-01-0109-01-01,DS,Action,0.09
-01-0114-01-01,PSV,Action,0.09
-01-0101-01-01,PS2,Role-Playing,0.09
-01-0106-01-01,PSP,Sports,0.09
-01-0102-01-01,GBA,Action,0.09
-01-0108-01-01,DS,Strategy,0.09
-01-0105-01-01,PSP,Role-Playing,0.09
-01-0113-01-01,PS3,Action,0.09
-01-0116-01-01,PSV,Role-Playing,0.09
-01-0109-01-01,X360,Shooter,0.09
1999-01-01,PC,Strategy,0.09
-01-0108-01-01,Wii,Misc,0.09
-01-0104-01-01,PS2,Role-Playing,0.09
-01-0115-01-01,PS4,Action,0.09
-01-0102-01-01,XB,Racing,0.09
-01-0104-01-01,PS2,Platform,0.09
-01-0107-01-01,PC,Shooter,0.09
1995-01-01,PS,Strategy,0.09
-01-0104-01-01,PS2,Shooter,0.09
-01-0115-01-01,PS4,Action,0.09
-01-0107-01-01,Wii,Shooter,0.09
1998-01-01,SAT,Sports,0.09
-01-0112-01-01,Wii,Sports,0.09
-01-0103-01-01,XB,Sports,0.09
-01-0105-01-01,GBA,Action,0.09
-01-0109-01-01,PSP,Misc,0.09
-01-0109-01-01,Wii,Sports,0.09
-01-0105-01-01,DS,Role-Playing,0.09
-01-0107-01-01,DS,Action,0.09
-01-0108-01-01,DS,Strategy,0.09
-01-01-01-01-01-01,X360,Role-Playing,0.09
-01-0105-01-01,PSP,Fighting,0.09
-01-0115-01-01,PSV,Action,0.09
-01-01-01-01-01-01,PS3,Misc,0.09
-01-0105-01-01,PS2,Platform,0.09
-01-0107-01-01,Wii,Action,0.09
-01-0101-01-01,PS,Sports,0.09
-01-0113-01-01,Wii,Platform,0.09
-01-0111-01-01,PC,Puzzle,0.09
-01-0108-01-01,Wii,Sports,0.09
-01-01-01-01-01-01,X360,Sports,0.09
-01-01-01-01-01-01,PS2,Sports,0.09
-01-0112-01-01,PSP,Adventure,0.09
-01-0105-01-01,XB,Racing,0.09
-01-0102-01-01,GC,Racing,0.09
-01-01-01-01-01-01,DS,Platform,0.09
1995-01-01,SAT,Misc,0.09
-01-0113-01-01,3DS,Platform,0.09
-01-0104-01-01,PS2,Fighting,0.09
-01-0109-01-01,PS2,Misc,0.09
1995-01-01,PS,Simulation,0.09
-01-0116-01-01,PS4,Action,0.09
-01-0103-01-01,PS2,Sports,0.09
-01-0115-01-01,PC,Adventure,0.09
-01-0104-01-01,GC,Shooter,0.09
-01-0105-01-01,XB,Misc,0.09
-01-0108-01-01,Wii,Action,0.09
1998-01-01,SAT,Sports,0.09
-01-0105-01-01,DS,Puzzle,0.09
-01-0109-01-01,DS,Misc,0.09
-01-0105-01-01,XB,Action,0.09
1996-01-01,PS,Simulation,0.09
-01-0106-01-01,DS,Adventure,0.09
-01-0106-01-01,DS,Adventure,0.09
-01-01-01-01-01-01,PSP,Adventure,0.09
-01-01-01-01-01-01,DS,Simulation,0.09
-01-0104-01-01,DS,Puzzle,0.09
-01-0111-01-01,DS,Fighting,0.09
-01-0107-01-01,PS2,Strategy,0.09
-01-0101-01-01,PS,Role-Playing,0.09
-01-0104-01-01,XB,Misc,0.09
-01-0107-01-01,PS3,Sports,0.09
-01-0107-01-01,DS,Role-Playing,0.09
-01-0112-01-01,PSP,Sports,0.09
-01-0102-01-01,GBA,Platform,0.09
-01-0103-01-01,PS2,Fighting,0.09
-01-0106-01-01,PS2,Sports,0.09
-01-01-01-01-01-01,DS,Action,0.09
-01-0107-01-01,PSP,Misc,0.09
-01-0102-01-01,GBA,Sports,0.09
-01-0103-01-01,GC,Platform,0.09
-01-01-01-01-01-01,PS2,Sports,0.09
-01-01-01-01-01-01,PS,Platform,0.09
-01-0104-01-01,XB,Sports,0.09
-01-0105-01-01,DS,Platform,0.09
-01-0115-01-01,PSV,Adventure,0.09
-01-01-01-01-01-01,PC,Action,0.09
-01-0111-01-01,PS3,Misc,0.09
-01-0112-01-01,PS3,Shooter,0.09
-01-0116-01-01,PC,Simulation,0.09
1996-01-01,PS,Strategy,0.09
-01-0103-01-01,PS2,Role-Playing,0.09
-01-0111-01-01,PSV,Action,0.09
-01-0102-01-01,GBA,Puzzle,0.09
-01-0106-01-01,PSP,Action,0.09
-01-0105-01-01,XB,Action,0.09
-01-0116-01-01,PS4,Racing,0.09
-01-0107-01-01,DS,Fighting,0.09
-01-0113-01-01,PSV,Misc,0.09
1995-01-01,PS,Shooter,0.09
-01-0109-01-01,Wii,Sports,0.09
-01-0102-01-01,XB,Action,0.09
-01-0105-01-01,PS2,Shooter,0.09
-01-0102-01-01,PS2,Action,0.09
-01-0103-01-01,PS2,Sports,0.09
-01-01-01-01-01-01,DS,Simulation,0.09
-01-0101-01-01,PS,Shooter,0.09
1997-01-01,PS,Racing,0.09
-01-0105-01-01,PS2,Strategy,0.09
1998-01-01,PS,Strategy,0.09
-01-0108-01-01,PSP,Platform,0.09
-01-0102-01-01,GC,Racing,0.09
-01-0111-01-01,Wii,Action,0.09
-01-0103-01-01,XB,Platform,0.09
1998-01-01,SAT,Adventure,0.09
-01-0105-01-01,PSP,Racing,0.09
-01-0107-01-01,DS,Misc,0.09
-01-0109-01-01,DS,Role-Playing,0.09
-01-01-01-01-01-01,PS2,Sports,0.09
nan,Wii,Adventure,0.09
-01-0111-01-01,Wii,Misc,0.09
-01-0107-01-01,PS3,Sports,0.09
-01-0107-01-01,PS2,Sports,0.09
-01-0107-01-01,PSP,Action,0.09
-01-01-01-01-01-01,DC,Role-Playing,0.09
-01-0102-01-01,GC,Racing,0.09
nan,PS2,Action,0.09
-01-01-01-01-01-01,Wii,Misc,0.09
-01-0102-01-01,PS2,Racing,0.09
-01-0111-01-01,Wii,Misc,0.09
-01-0109-01-01,DS,Role-Playing,0.09
-01-0111-01-01,X360,Racing,0.09
-01-01-01-01-01-01,DS,Misc,0.09
-01-0101-01-01,PS2,Role-Playing,0.09
-01-0109-01-01,Wii,Simulation,0.09
-01-0102-01-01,GBA,Shooter,0.09
-01-0114-01-01,PS3,Misc,0.09
-01-0108-01-01,PSP,Puzzle,0.09
-01-0101-01-01,PS2,Action,0.09
-01-0106-01-01,PSP,Role-Playing,0.09
-01-0114-01-01,PS3,Fighting,0.09
-01-0116-01-01,3DS,Platform,0.09
nan,PSP,Fighting,0.09
-01-0111-01-01,3DS,Racing,0.09
-01-01-01-01-01-01,Wii,Shooter,0.09
-01-0107-01-01,Wii,Racing,0.09
-01-0113-01-01,PSV,Fighting,0.09
-01-0111-01-01,DS,Puzzle,0.09
-01-0114-01-01,PS3,Action,0.09
-01-0114-01-01,X360,Action,0.09
-01-0103-01-01,PS2,Action,0.09
-01-01-01-01-01-01,X360,Sports,0.09
-01-0109-01-01,PSP,Adventure,0.09
-01-0111-01-01,PC,Action,0.09
-01-0109-01-01,PSP,Role-Playing,0.09
-01-0111-01-01,PSV,Misc,0.09
-01-01-01-01-01-01,PS2,Action,0.09
-01-0106-01-01,PSP,Action,0.09
-01-0108-01-01,DS,Platform,0.09
-01-0108-01-01,DS,Strategy,0.09
-01-0111-01-01,DS,Sports,0.09
1998-01-01,PS,Puzzle,0.09
-01-0102-01-01,PS2,Sports,0.09
-01-0111-01-01,X360,Simulation,0.09
-01-0113-01-01,PS3,Platform,0.09
-01-0103-01-01,GBA,Action,0.09
-01-01-01-01-01-01,PSP,Adventure,0.09
-01-01-01-01-01-01,Wii,Misc,0.09
-01-0106-01-01,X360,Racing,0.09
-01-01-01-01-01-01,PSP,Role-Playing,0.09
-01-0105-01-01,DS,Role-Playing,0.09
-01-0113-01-01,3DS,Misc,0.09
-01-0107-01-01,PSP,Sports,0.09
-01-0111-01-01,3DS,Misc,0.09
-01-0106-01-01,PSP,Misc,0.09
-01-0106-01-01,PSP,Puzzle,0.09
-01-0114-01-01,PS3,Adventure,0.09
-01-0108-01-01,DS,Strategy,0.09
-01-0105-01-01,PS2,Sports,0.09
-01-0107-01-01,DS,Simulation,0.09
-01-0108-01-01,PS3,Platform,0.09
1998-01-01,N64,Misc,0.09
1998-01-01,N64,Shooter,0.09
-01-01-01-01-01-01,X360,Misc,0.09
-01-01-01-01-01-01,N64,Action,0.09
-01-0115-01-01,3DS,Action,0.09
1995-01-01,SNES,Platform,0.09
1998-01-01,N64,Racing,0.09
1996-01-01,N64,Misc,0.09
-01-0109-01-01,Wii,Sports,0.09
-01-0106-01-01,DS,Role-Playing,0.09
-01-0115-01-01,PS3,Sports,0.09
-01-0108-01-01,DS,Role-Playing,0.09
1996-01-01,PS,Action,0.09
-01-0105-01-01,GBA,Platform,0.09
-01-01-01-01-01-01,PS3,Role-Playing,0.09
1997-01-01,PS,Racing,0.09
1995-01-01,SAT,Fighting,0.09
-01-0111-01-01,PS3,Racing,0.09
-01-0105-01-01,PSP,Strategy,0.09
-01-0111-01-01,Wii,Sports,0.09
-01-0116-01-01,PS4,Racing,0.09
1995-01-01,PS,Shooter,0.09
-01-01-01-01-01-01,PS3,Misc,0.09
-01-0112-01-01,PSP,Role-Playing,0.09
-01-01-01-01-01-01,X360,Shooter,0.09
-01-0113-01-01,PSP,Adventure,0.09
-01-0116-01-01,X360,Platform,0.09
-01-0107-01-01,PC,Strategy,0.09
-01-0115-01-01,X360,Platform,0.09
-01-0107-01-01,DS,Role-Playing,0.09
-01-0109-01-01,PS3,Action,0.09
-01-0109-01-01,PSP,Fighting,0.09
-01-0107-01-01,PS2,Role-Playing,0.09
-01-0109-01-01,PSP,Misc,0.09
-01-0108-01-01,Wii,Platform,0.09
-01-0106-01-01,DS,Role-Playing,0.09
-01-0111-01-01,PS3,Adventure,0.09
nan,PS,Action,0.09
-01-0108-01-01,PSP,Shooter,0.09
-01-0109-01-01,Wii,Sports,0.09
-01-0102-01-01,GC,Action,0.09
-01-0107-01-01,PS2,Misc,0.09
-01-0105-01-01,DS,Misc,0.09
-01-0102-01-01,XB,Misc,0.09
-01-0105-01-01,PC,Strategy,0.09
-01-0102-01-01,PS,Sports,0.09
-01-0107-01-01,X360,Strategy,0.09
-01-0115-01-01,PS4,Action,0.09
-01-01-01-01-01-01,PS2,Adventure,0.09
-01-0108-01-01,DS,Sports,0.09
1994-01-01,SAT,Platform,0.09
-01-0103-01-01,PS2,Racing,0.09
-01-0114-01-01,PSP,Sports,0.09
-01-01-01-01-01-01,PS2,Simulation,0.09
-01-0107-01-01,PS2,Action,0.09
-01-0108-01-01,X360,Misc,0.09
-01-0101-01-01,PS2,Role-Playing,0.09
-01-01-01-01-01-01,Wii,Misc,0.09
-01-0109-01-01,PS3,Shooter,0.09
-01-01-01-01-01-01,PSP,Racing,0.09
-01-0112-01-01,PSV,Role-Playing,0.09
-01-0111-01-01,PS3,Action,0.09
-01-01-01-01-01-01,X360,Sports,0.09
-01-0109-01-01,Wii,Action,0.09
nan,GBA,Puzzle,0.09
-01-0116-01-01,PSV,Action,0.09
-01-0106-01-01,GC,Fighting,0.09
-01-0109-01-01,Wii,Misc,0.09
-01-0108-01-01,PS3,Misc,0.09
-01-0108-01-01,DS,Puzzle,0.09
-01-01-01-01-01-01,DS,Misc,0.09
-01-01-01-01-01-01,DS,Action,0.09
-01-0107-01-01,DS,Role-Playing,0.09
-01-0108-01-01,X360,Strategy,0.09
-01-0115-01-01,PC,Strategy,0.09
-01-0102-01-01,XB,Sports,0.09
-01-0102-01-01,GC,Sports,0.09
-01-0104-01-01,XB,Sports,0.09
-01-0105-01-01,XB,Shooter,0.09
-01-0111-01-01,3DS,Puzzle,0.09
-01-0104-01-01,XB,Racing,0.09
-01-0111-01-01,PS3,Fighting,0.09
-01-0102-01-01,XB,Action,0.09
-01-0108-01-01,DS,Sports,0.09
-01-0107-01-01,Wii,Fighting,0.09
-01-0108-01-01,DS,Misc,0.09
-01-0101-01-01,PS,Misc,0.09
-01-0111-01-01,Wii,Misc,0.09
1993-01-01,SNES,Shooter,0.09
-01-0106-01-01,PSP,Action,0.09
-01-0115-01-01,PC,Action,0.09
-01-0114-01-01,X360,Racing,0.09
-01-0112-01-01,PS3,Strategy,0.09
-01-0108-01-01,DS,Action,0.09
-01-0103-01-01,GC,Shooter,0.09
-01-0105-01-01,XB,Action,0.09
-01-0105-01-01,DS,Platform,0.09
-01-0108-01-01,Wii,Sports,0.09
-01-0115-01-01,PS3,Action,0.09
-01-01-01-01-01-01,DS,Puzzle,0.09
-01-0111-01-01,Wii,Sports,0.09
-01-0107-01-01,DS,Misc,0.09
-01-0106-01-01,PS2,Strategy,0.09
-01-0109-01-01,PC,Shooter,0.09
-01-0111-01-01,DS,Simulation,0.09
-01-0112-01-01,PSV,Action,0.09
-01-0109-01-01,DS,Misc,0.09
-01-0108-01-01,Wii,Action,0.09
-01-0105-01-01,PSP,Simulation,0.09
-01-0109-01-01,DS,Simulation,0.09
-01-01-01-01-01-01,PSP,Role-Playing,0.09
-01-0111-01-01,DS,Adventure,0.09
-01-0115-01-01,PS3,Action,0.09
-01-0116-01-01,3DS,Action,0.09
-01-0106-01-01,PSP,Racing,0.09
-01-0107-01-01,DS,Platform,0.09
-01-0109-01-01,Wii,Simulation,0.09
-01-0115-01-01,PS3,Sports,0.09
-01-0109-01-01,PSP,Simulation,0.09
-01-0113-01-01,3DS,Role-Playing,0.09
-01-0105-01-01,GC,Role-Playing,0.09
-01-0109-01-01,DS,Sports,0.09
-01-0106-01-01,X360,Role-Playing,0.09
-01-0104-01-01,XB,Racing,0.09
-01-0104-01-01,XB,Sports,0.09
1996-01-01,PS,Simulation,0.09
-01-0105-01-01,GC,Action,0.09
-01-0113-01-01,WiiU,Action,0.09
-01-0109-01-01,PSP,Role-Playing,0.09
-01-0103-01-01,XB,Racing,0.09
-01-0103-01-01,GBA,Action,0.09
-01-0106-01-01,Wii,Platform,0.09
-01-0114-01-01,PC,Role-Playing,0.09
-01-0105-01-01,GC,Fighting,0.09
-01-0111-01-01,PS3,Role-Playing,0.09
-01-0108-01-01,X360,Fighting,0.09
-01-01-01-01-01-01,PS,Sports,0.09
-01-0104-01-01,XB,Misc,0.09
-01-0105-01-01,PS2,Sports,0.09
-01-0109-01-01,PSP,Action,0.09
-01-0102-01-01,GC,Platform,0.09
-01-0109-01-01,DS,Puzzle,0.09
1999-01-01,SAT,Sports,0.09
-01-01-01-01-01-01,PS,Racing,0.09
-01-0107-01-01,PS2,Action,0.09
-01-0115-01-01,XOne,Fighting,0.09
-01-0109-01-01,Wii,Misc,0.09
-01-0109-01-01,DS,Puzzle,0.09
-01-01-01-01-01-01,DS,Misc,0.09
-01-0111-01-01,Wii,Action,0.09
-01-0106-01-01,DS,Misc,0.09
1998-01-01,PS,Shooter,0.09
-01-0108-01-01,Wii,Action,0.09
-01-0104-01-01,XB,Action,0.09
-01-0107-01-01,PSP,Sports,0.09
-01-01-01-01-01-01,DS,Misc,0.09
-01-0106-01-01,GBA,Action,0.09
-01-0114-01-01,PS3,Action,0.09
-01-0116-01-01,PS4,Adventure,0.09
-01-0105-01-01,XB,Adventure,0.09
1996-01-01,N64,Misc,0.09
-01-0106-01-01,DS,Misc,0.09
-01-0105-01-01,XB,Role-Playing,0.09
-01-0103-01-01,GBA,Racing,0.09
-01-0111-01-01,PC,Shooter,0.09
-01-0111-01-01,Wii,Misc,0.09
-01-0108-01-01,DS,Adventure,0.09
-01-0115-01-01,XOne,Sports,0.09
-01-0104-01-01,GBA,Platform,0.09
-01-0115-01-01,PS4,Role-Playing,0.09
-01-0103-01-01,GC,Shooter,0.09
-01-0115-01-01,3DS,Action,0.09
-01-01-01-01-01-01,Wii,Misc,0.09
-01-0108-01-01,Wii,Sports,0.09
-01-0105-01-01,XB,Action,0.09
1998-01-01,PS,Strategy,0.09
-01-0113-01-01,3DS,Role-Playing,0.09
-01-0101-01-01,PS2,Role-Playing,0.09
-01-0109-01-01,X360,Shooter,0.09
-01-0114-01-01,WiiU,Misc,0.09
-01-0107-01-01,X360,Shooter,0.09
-01-0101-01-01,GBA,Strategy,0.09
-01-0111-01-01,PS2,Sports,0.09
1997-01-01,PS,Shooter,0.09
-01-0102-01-01,PS2,Shooter,0.09
-01-0107-01-01,DS,Racing,0.09
1999-01-01,DC,Sports,0.09
-01-01-01-01-01-01,PS,Misc,0.09
-01-0116-01-01,PS4,Action,0.09
-01-0113-01-01,WiiU,Platform,0.09
-01-0114-01-01,PS4,Action,0.09
-01-0102-01-01,PS2,Misc,0.09
1995-01-01,PS,Action,0.09
-01-0108-01-01,PC,Simulation,0.09
-01-0105-01-01,PS2,Action,0.09
-01-0102-01-01,PC,Strategy,0.09
-01-01-01-01-01-01,Wii,Simulation,0.09
-01-0112-01-01,3DS,Role-Playing,0.09
-01-0104-01-01,PS2,Action,0.09
-01-0105-01-01,PC,Strategy,0.09
-01-0116-01-01,PSV,Strategy,0.09
-01-0109-01-01,Wii,Sports,0.09
-01-0111-01-01,PS3,Action,0.09
-01-0106-01-01,GBA,Adventure,0.09
1997-01-01,PS,Simulation,0.09
-01-0109-01-01,X360,Platform,0.09
-01-0106-01-01,DS,Action,0.09
-01-0101-01-01,PS2,Strategy,0.09
-01-0111-01-01,DS,Adventure,0.09
-01-0106-01-01,PS2,Role-Playing,0.09
-01-0106-01-01,DS,Puzzle,0.08
-01-0108-01-01,PSP,Racing,0.08
-01-0108-01-01,DS,Misc,0.08
-01-0106-01-01,PSP,Action,0.08
1995-01-01,SAT,Simulation,0.08
-01-0107-01-01,XB,Sports,0.08
-01-0104-01-01,GC,Racing,0.08
-01-01-01-01-01-01,PS2,Role-Playing,0.08
-01-0108-01-01,DS,Misc,0.08
-01-0108-01-01,PS2,Sports,0.08
-01-0109-01-01,PS3,Action,0.08
-01-0109-01-01,PSP,Sports,0.08
-01-0109-01-01,DS,Adventure,0.08
-01-01-01-01-01-01,Wii,Misc,0.08
1996-01-01,SAT,Puzzle,0.08
-01-01-01-01-01-01,PS3,Misc,0.08
-01-0108-01-01,PSP,Fighting,0.08
1999-01-01,PS,Role-Playing,0.08
-01-0109-01-01,DS,Simulation,0.08
-01-0106-01-01,PS2,Racing,0.08
1995-01-01,SAT,Misc,0.08
-01-0104-01-01,GBA,Adventure,0.08
-01-0104-01-01,PC,Shooter,0.08
-01-01-01-01-01-01,PSP,Puzzle,0.08
-01-0109-01-01,Wii,Racing,0.08
-01-0111-01-01,PC,Adventure,0.08
-01-0108-01-01,DS,Puzzle,0.08
-01-0107-01-01,X360,Shooter,0.08
-01-0115-01-01,3DS,Action,0.08
-01-0116-01-01,PS4,Action,0.08
-01-0108-01-01,X360,Shooter,0.08
-01-0108-01-01,DS,Misc,0.08
-01-0116-01-01,PS4,Strategy,0.08
-01-0112-01-01,PS3,Racing,0.08
-01-0106-01-01,PC,Strategy,0.08
-01-0107-01-01,PS2,Misc,0.08
-01-0116-01-01,PS4,Fighting,0.08
1998-01-01,PS,Racing,0.08
1994-01-01,SAT,Simulation,0.08
-01-0104-01-01,GBA,Platform,0.08
-01-0104-01-01,GBA,Role-Playing,0.08
-01-0103-01-01,GBA,Action,0.08
-01-0111-01-01,Wii,Action,0.08
-01-01-01-01-01-01,DS,Misc,0.08
-01-0103-01-01,XB,Racing,0.08
-01-0109-01-01,PS3,Misc,0.08
-01-01-01-01-01-01,DC,Sports,0.08
-01-0105-01-01,PSP,Puzzle,0.08
-01-0108-01-01,DS,Role-Playing,0.08
-01-0105-01-01,GBA,Adventure,0.08
-01-0105-01-01,DS,Fighting,0.08
-01-0102-01-01,XB,Adventure,0.08
-01-0109-01-01,X360,Misc,0.08
-01-01-01-01-01-01,DS,Adventure,0.08
1998-01-01,PS,Racing,0.08
1999-01-01,PS,Fighting,0.08
-01-0115-01-01,3DS,Adventure,0.08
-01-0101-01-01,PS2,Sports,0.08
-01-0103-01-01,GBA,Role-Playing,0.08
-01-0108-01-01,DS,Action,0.08
-01-0111-01-01,3DS,Shooter,0.08
-01-0111-01-01,3DS,Action,0.08
-01-0103-01-01,GBA,Strategy,0.08
-01-0102-01-01,GC,Puzzle,0.08
-01-0111-01-01,3DS,Puzzle,0.08
-01-0106-01-01,PS2,Racing,0.08
-01-0109-01-01,Wii,Shooter,0.08
-01-01-01-01-01-01,PS3,Sports,0.08
-01-0108-01-01,PS2,Misc,0.08
-01-0114-01-01,WiiU,Adventure,0.08
-01-0107-01-01,PS3,Shooter,0.08
-01-01-01-01-01-01,PS2,Platform,0.08
-01-0103-01-01,GBA,Misc,0.08
nan,DS,Simulation,0.08
-01-0113-01-01,PSV,Strategy,0.08
-01-0105-01-01,PSP,Puzzle,0.08
-01-01-01-01-01-01,PS,Shooter,0.08
-01-0104-01-01,GBA,Fighting,0.08
-01-0108-01-01,Wii,Adventure,0.08
1991-01-01,SNES,Misc,0.08
-01-0114-01-01,X360,Action,0.08
-01-0111-01-01,DS,Role-Playing,0.08
-01-01-01-01-01-01,DS,Misc,0.08
-01-0109-01-01,DS,Action,0.08
-01-0109-01-01,DS,Misc,0.08
-01-0104-01-01,GBA,Action,0.08
-01-0103-01-01,XB,Strategy,0.08
-01-01-01-01-01-01,PC,Puzzle,0.08
-01-0103-01-01,PS2,Shooter,0.08
-01-0102-01-01,PS2,Adventure,0.08
-01-0106-01-01,XB,Sports,0.08
-01-0105-01-01,PSP,Puzzle,0.08
-01-0111-01-01,PC,Adventure,0.08
-01-0104-01-01,GBA,Role-Playing,0.08
-01-0103-01-01,GBA,Role-Playing,0.08
-01-01-01-01-01-01,PS2,Sports,0.08
-01-0108-01-01,PSP,Fighting,0.08
-01-0114-01-01,PS4,Sports,0.08
-01-0105-01-01,GC,Action,0.08
-01-0105-01-01,GC,Sports,0.08
-01-0104-01-01,GBA,Shooter,0.08
-01-0106-01-01,GC,Racing,0.08
-01-0101-01-01,GBA,Shooter,0.08
-01-0106-01-01,XB,Simulation,0.08
-01-0115-01-01,PS4,Action,0.08
-01-0108-01-01,PS2,Fighting,0.08
-01-0106-01-01,X360,Sports,0.08
-01-0102-01-01,PS2,Sports,0.08
1995-01-01,PS,Fighting,0.08
-01-0114-01-01,X360,Racing,0.08
-01-0111-01-01,3DS,Action,0.08
-01-0111-01-01,X360,Simulation,0.08
nan,3DS,Racing,0.08
-01-0108-01-01,DS,Simulation,0.08
-01-0115-01-01,PS4,Platform,0.08
1998-01-01,DC,Action,0.08
-01-01-01-01-01-01,PS,Platform,0.08
-01-0106-01-01,PS2,Action,0.08
-01-0105-01-01,GBA,Misc,0.08
-01-0113-01-01,PSV,Action,0.08
-01-0108-01-01,DS,Misc,0.08
-01-0111-01-01,DS,Puzzle,0.08
-01-0107-01-01,DS,Platform,0.08
-01-01-01-01-01-01,DS,Sports,0.08
-01-0105-01-01,PS2,Role-Playing,0.08
-01-0112-01-01,PC,Sports,0.08
-01-0115-01-01,PS3,Action,0.08
-01-0109-01-01,DS,Action,0.08
-01-0105-01-01,PS2,Fighting,0.08
-01-0111-01-01,PS3,Action,0.08
-01-0111-01-01,PC,Simulation,0.08
-01-01-01-01-01-01,Wii,Sports,0.08
-01-0116-01-01,PC,Shooter,0.08
-01-0109-01-01,DS,Simulation,0.08
-01-0108-01-01,Wii,Adventure,0.08
-01-0109-01-01,PSP,Platform,0.08
1996-01-01,PS,Platform,0.08
-01-0113-01-01,3DS,Action,0.08
1998-01-01,SNES,Sports,0.08
-01-0109-01-01,PS2,Racing,0.08
-01-0113-01-01,3DS,Misc,0.08
1996-01-01,PS,Shooter,0.08
-01-01-01-01-01-01,DS,Fighting,0.08
-01-01-01-01-01-01,Wii,Adventure,0.08
-01-0109-01-01,PS2,Sports,0.08
-01-0109-01-01,DS,Sports,0.08
-01-0109-01-01,Wii,Racing,0.08
-01-0102-01-01,PS2,Racing,0.08
-01-0109-01-01,DS,Adventure,0.08
-01-0116-01-01,PS4,Fighting,0.08
-01-0104-01-01,GBA,Sports,0.08
-01-0105-01-01,PSP,Role-Playing,0.08
-01-0109-01-01,PS3,Shooter,0.08
-01-0109-01-01,PSP,Role-Playing,0.08
-01-0116-01-01,PS4,Platform,0.08
-01-0111-01-01,PS3,Action,0.08
-01-0111-01-01,DS,Action,0.08
-01-0105-01-01,GC,Sports,0.08
-01-0108-01-01,DS,Action,0.08
-01-0108-01-01,PS3,Racing,0.08
-01-0101-01-01,GBA,Platform,0.08
-01-0108-01-01,DS,Simulation,0.08
-01-0106-01-01,PS2,Shooter,0.08
-01-0109-01-01,DS,Action,0.08
-01-0107-01-01,DS,Role-Playing,0.08
-01-0113-01-01,3DS,Fighting,0.08
-01-0112-01-01,Wii,Simulation,0.08
-01-0105-01-01,PS2,Action,0.08
nan,Wii,Action,0.08
-01-0104-01-01,PS2,Action,0.08
-01-0111-01-01,Wii,Action,0.08
-01-0114-01-01,3DS,Action,0.08
-01-0114-01-01,PS3,Role-Playing,0.08
-01-0108-01-01,DS,Misc,0.08
-01-0115-01-01,X360,Action,0.08
-01-0108-01-01,Wii,Sports,0.08
-01-0109-01-01,X360,Action,0.08
-01-0107-01-01,Wii,Action,0.08
-01-0104-01-01,GC,Action,0.08
-01-0111-01-01,X360,Simulation,0.08
-01-0105-01-01,PC,Shooter,0.08
1998-01-01,PS,Role-Playing,0.08
-01-0102-01-01,GC,Sports,0.08
-01-0107-01-01,DS,Sports,0.08
-01-0111-01-01,DS,Adventure,0.08
-01-0116-01-01,PC,Shooter,0.08
-01-0114-01-01,X360,Fighting,0.08
-01-0111-01-01,X360,Fighting,0.08
-01-0113-01-01,3DS,Misc,0.08
-01-0106-01-01,PS2,Fighting,0.08
nan,3DS,Adventure,0.08
-01-0104-01-01,PS2,Strategy,0.08
-01-0102-01-01,GC,Sports,0.08
-01-0111-01-01,DS,Action,0.08
-01-01-01-01-01-01,PS3,Sports,0.08
-01-0102-01-01,GC,Sports,0.08
-01-0111-01-01,X360,Adventure,0.08
-01-0111-01-01,PC,Sports,0.08
1994-01-01,PS,Role-Playing,0.08
1995-01-01,PS,Sports,0.08
-01-0109-01-01,PSP,Simulation,0.08
-01-0109-01-01,DS,Misc,0.08
-01-0109-01-01,PSP,Adventure,0.08
-01-0103-01-01,XB,Racing,0.08
-01-0102-01-01,GC,Misc,0.08
-01-0108-01-01,Wii,Puzzle,0.08
-01-0112-01-01,WiiU,Action,0.08
-01-0109-01-01,Wii,Sports,0.08
-01-0109-01-01,PSP,Sports,0.08
-01-01-01-01-01-01,DS,Misc,0.08
-01-0109-01-01,X360,Puzzle,0.08
1998-01-01,PS,Simulation,0.08
-01-0107-01-01,DS,Misc,0.08
-01-0111-01-01,Wii,Fighting,0.08
1999-01-01,PS,Role-Playing,0.08
-01-0113-01-01,PS3,Platform,0.08
-01-0111-01-01,PS3,Sports,0.08
-01-0109-01-01,Wii,Misc,0.08
-01-0109-01-01,PS2,Sports,0.08
-01-0103-01-01,PS2,Misc,0.08
-01-0101-01-01,PS2,Role-Playing,0.08
-01-0115-01-01,PSP,Action,0.08
-01-01-01-01-01-01,PC,Simulation,0.08
1998-01-01,SAT,Strategy,0.08
-01-0109-01-01,DS,Misc,0.08
-01-0103-01-01,GC,Racing,0.08
