# --------------------------------------------------------------------
# USE OF NOAA GML DATA
# 
# These data are made freely available to the public and the
# scientific community in the belief that their wide dissemination
# will lead to greater understanding and new scientific insights.
# The availability of these data does not constitute publication
# of the data.  NOAA relies on the ethics and integrity of the user to
# ensure that GML receives fair credit for their work.  If the data 
# are obtained for potential use in a publication or presentation, 
# GML should be informed at the outset of the nature of this work.  
# If the GML data are essential to the work, or if an important 
# result or conclusion depends on the GML data, co-authorship
# may be appropriate.  This should be discussed at an early stage in
# the work.  Manuscripts using the GML data should be sent to GML
# for review before they are submitted for publication so we can
# ensure that the quality and limitations of the data are accurately
# represented.
# 
# Contact:  Pieter Tans (303 497 6678; pieter.tans@noaa.gov)
# 
# File Creation: Sun Oct 16 05:00:30 2022
# 
# RECIPROCITY
# 
# Use of these data implies an agreement to reciprocate.
# Laboratories making similar measurements agree to make their
# own data available to the general public and to the scientific
# community in an equally complete and easily accessible form.
# Modelers are encouraged to make available to the community,
# upon request, their own tools used in the interpretation
# of the GML data, namely well documented model code, transport
# fields, modeled mole fractions, and additional information 
# necessary for other scientists to repeat the work and to run 
# modified versions. Model availability includes collaborative 
# support for new users of the models.
# --------------------------------------------------------------------
# 
# 
# See gml.noaa.gov/ccgg/trends/ for additional details.
# 
# NOTE: DATA FOR THE LAST SEVERAL MONTHS ARE PRELIMINARY, ARE STILL SUBJECT
# TO QUALITY CONTROL PROCEDURES.
# NOTE: The week "1 yr ago" is exactly 365 days ago, and thus does not run from
# Sunday through Saturday. 365 also ignores the possibility of a leap year.
# The week "10 yr ago" is exactly 10*365 days +3 days (for leap years) ago.
#
#      Start of week      CO2 molfrac           (-999.99 = no data)  increase

  yr   mon day  decimal      ppm     days       1_yr_ago  10_yr_ago  since_1800
  1981   6   7  1981.4301    342.83  7           341.68   -999.99     60.15
  1981   6  14  1981.4493    342.41  6           341.61   -999.99     59.97
  1981   6  21  1981.4685    342.18  5           340.75   -999.99     60.02
  1981   6  28  1981.4877    341.72  6           340.50   -999.99     59.90
  1981   7   5  1981.5068    341.30  7           340.04   -999.99     59.85
  1981   7  12  1981.5260    340.54  5           339.35   -999.99     59.53
  1981   7  19  1981.5452    340.72  5           338.89   -999.99     60.18
  1981   7  26  1981.5644    340.21  5           338.75   -999.99     60.19
  1981   8   2  1981.5836    339.32  7           337.26   -999.99     59.84
  1981   8   9  1981.6027    339.00  6           337.90   -999.99     60.08
  1981   8  16  1981.6219    338.42  5           338.33   -999.99     60.06
  1981   8  23  1981.6411    337.19  5           338.10   -999.99     59.35
  1981   8  30  1981.6603    337.60  6           336.11   -999.99     60.22
  1981   9   6  1981.6795    337.10  6           336.15   -999.99     60.11
  1981   9  13  1981.6986    336.92  6           336.43   -999.99     60.22
  1981   9  20  1981.7178    336.84  7           335.18   -999.99     60.32
  1981   9  27  1981.7370    336.14  5           335.96   -999.99     59.70
  1981  10   4  1981.7562    336.64  6           335.74   -999.99     60.18
  1981  10  11  1981.7753    337.08  7           336.05   -999.99     60.49
  1981  10  18  1981.7945    337.22  5           336.41   -999.99     60.43
  1981  10  25  1981.8137    337.63  5           336.65   -999.99     60.58
  1981  11   1  1981.8329    338.13  7           336.89   -999.99     60.79
  1981  11   8  1981.8521    338.29  7           337.37   -999.99     60.63
  1981  11  15  1981.8712    338.45  6           337.20   -999.99     60.49
  1981  11  22  1981.8904    339.23  5           337.60   -999.99     60.96
  1981  11  29  1981.9096    339.72  4           337.67   -999.99     61.17
  1981  12   6  1981.9288    339.70  5           338.11   -999.99     60.89
  1981  12  13  1981.9479    339.78  6           338.59   -999.99     60.73
  1981  12  20  1981.9671    340.03  4           338.29   -999.99     60.76
  1981  12  27  1981.9863    340.42  4           338.66   -999.99     60.95
  1982   1   3  1982.0055    340.57  5           339.00   -999.99     60.93
  1982   1  10  1982.0247    340.75  7           339.23   -999.99     60.95
  1982   1  17  1982.0438    340.79  6           339.52   -999.99     60.83
  1982   1  24  1982.0630    341.63  7           339.64   -999.99     61.51
  1982   1  31  1982.0822    341.75  6           339.72   -999.99     61.46
  1982   2   7  1982.1014    341.57  7           340.71   -999.99     61.10
  1982   2  14  1982.1205    341.60  5           340.31   -999.99     60.93
  1982   2  21  1982.1397    341.95  6           341.04   -999.99     61.07
  1982   2  28  1982.1589    342.69  5           341.39   -999.99     61.60
  1982   3   7  1982.1781    342.46  6           341.04   -999.99     61.13
  1982   3  14  1982.1973    342.71  6           341.41   -999.99     61.12
  1982   3  21  1982.2164   -999.99  0           342.37   -999.99   -999.99
  1982   3  28  1982.2356    342.83  1           342.27   -999.99     60.72
  1982   4   4  1982.2548    343.38  5           342.59   -999.99     61.01
  1982   4  11  1982.2740   -999.99  0           342.85   -999.99   -999.99
  1982   4  18  1982.2932   -999.99  0           342.66   -999.99   -999.99
  1982   4  25  1982.3123    345.11  3           342.53   -999.99     62.13
  1982   5   2  1982.3315    344.38  6           343.12   -999.99     61.29
  1982   5   9  1982.3507    344.91  7           343.04   -999.99     61.77
  1982   5  16  1982.3699    344.78  5           342.98   -999.99     61.65
  1982   5  23  1982.3890    344.97  7           342.99   -999.99     61.91
  1982   5  30  1982.4082    344.22  6           342.82   -999.99     61.30
  1982   6   6  1982.4274    344.07  7           342.89   -999.99     61.34
  1982   6  13  1982.4466    344.18  6           342.48   -999.99     61.70
  1982   6  20  1982.4658    343.51  7           342.31   -999.99     61.34
  1982   6  27  1982.4849    343.34  5           341.77   -999.99     61.52
  1982   7   4  1982.5041    343.02  7           341.36   -999.99     61.60
  1982   7  11  1982.5233    342.35  7           340.85   -999.99     61.36
  1982   7  18  1982.5425    342.19  5           340.50   -999.99     61.67
  1982   7  25  1982.5616    341.86  6           340.37   -999.99     61.84
  1982   8   1  1982.5808    341.16  7           339.35   -999.99     61.67
  1982   8   8  1982.6000    340.70  5           339.08   -999.99     61.75
  1982   8  15  1982.6192    340.58  5           338.51   -999.99     62.16
  1982   8  22  1982.6384    339.46  5           336.96   -999.99     61.55
  1982   8  29  1982.6575    338.97  6           337.76   -999.99     61.52
  1982   9   5  1982.6767    338.83  6           337.11   -999.99     61.77
  1982   9  12  1982.6959    339.09  3           336.76   -999.99     62.34
  1982   9  19  1982.7151    337.35  4           337.06   -999.99     60.81
  1982   9  26  1982.7342    337.62  7           336.03   -999.99     61.18
  1982  10   3  1982.7534    338.02  4           336.58   -999.99     61.58
  1982  10  10  1982.7726    338.06  6           337.04   -999.99     61.52
  1982  10  17  1982.7918    338.31  7           337.40   -999.99     61.58
  1982  10  24  1982.8110    339.30  6           337.33   -999.99     62.31
  1982  10  31  1982.8301    338.90  6           338.13   -999.99     61.61
  1982  11   7  1982.8493    339.13  7           338.24   -999.99     61.52
  1982  11  14  1982.8685    339.43  3           338.40   -999.99     61.49
  1982  11  21  1982.8877    340.17  6           339.10   -999.99     61.90
  1982  11  28  1982.9068    339.70  6           339.61   -999.99     61.15
  1982  12   5  1982.9260    340.44  6           339.76   -999.99     61.62
  1982  12  12  1982.9452    340.69  6           339.70   -999.99     61.64
  1982  12  19  1982.9644    341.24  7           339.89   -999.99     61.98
  1982  12  26  1982.9836    341.31  5           340.48   -999.99     61.86
  1983   1   2  1983.0027    341.58  6           340.46   -999.99     61.96
  1983   1   9  1983.0219    342.07  5           340.71   -999.99     62.31
  1983   1  16  1983.0411    341.32  7           340.81   -999.99     61.42
  1983   1  23  1983.0603    341.62  7           341.69   -999.99     61.57
  1983   1  30  1983.0795    341.97  5           341.62   -999.99     61.77
  1983   2   6  1983.0986    342.66  5           341.71   -999.99     62.31
  1983   2  13  1983.1178    342.94  7           341.58   -999.99     62.40
  1983   2  20  1983.1370    342.91  7           341.80   -999.99     62.18
  1983   2  27  1983.1562    342.59  7           342.55   -999.99     61.64
  1983   3   6  1983.1753    342.51  7           342.53   -999.99     61.31
  1983   3  13  1983.1945    343.61  6           342.66   -999.99     62.15
  1983   3  20  1983.2137    345.18  4          -999.99   -999.99     63.44
  1983   3  27  1983.2329    343.92  6           342.83   -999.99     61.89
  1983   4   3  1983.2521    344.89  6           343.29   -999.99     62.58
  1983   4  10  1983.2712    345.20  4           343.72   -999.99     62.62
  1983   4  17  1983.2904    345.72  5          -999.99   -999.99     62.91
  1983   4  24  1983.3096    345.93  7           345.18   -999.99     62.92
  1983   5   1  1983.3288    345.78  5           344.50   -999.99     62.63
  1983   5   8  1983.3479    346.05  6           344.91   -999.99     62.83
  1983   5  15  1983.3671    346.43  7           344.68   -999.99     63.21
  1983   5  22  1983.3863    346.18  7           344.94   -999.99     63.03
  1983   5  29  1983.4055    346.06  6           344.45   -999.99     63.05
  1983   6   5  1983.4247    346.23  5           344.03   -999.99     63.43
  1983   6  12  1983.4438    345.85  4           344.13   -999.99     63.32
  1983   6  19  1983.4630    345.52  4           343.60   -999.99     63.31
  1983   6  26  1983.4822    345.12  5           343.41   -999.99     63.27
  1983   7   3  1983.5014    345.17  7           343.08   -999.99     63.72
  1983   7  10  1983.5205    344.12  4           342.50   -999.99     63.11
  1983   7  17  1983.5397    344.27  4           342.12   -999.99     63.72
  1983   7  24  1983.5589    343.72  5           341.87   -999.99     63.67
  1983   7  31  1983.5781    343.10  7           341.27   -999.99     63.55
  1983   8   7  1983.5973   -999.99  0           340.84   -999.99   -999.99
  1983   8  14  1983.6164    342.33  4           340.56   -999.99     63.82
  1983   8  21  1983.6356    342.05  5           339.50   -999.99     64.03
  1983   8  28  1983.6548    340.98  3           339.09   -999.99     63.41
  1983   9   4  1983.6740    340.47  4           338.93   -999.99     63.29
  1983   9  11  1983.6932    340.37  2           338.97   -999.99     63.52
  1983   9  18  1983.7123    340.43  5           337.74   -999.99     63.81
  1983   9  25  1983.7315    340.47  3           337.54   -999.99     63.97
  1983  10   2  1983.7507    340.13  6           337.93   -999.99     63.65
  1983  10   9  1983.7699    340.34  6           338.22   -999.99     63.78
  1983  10  16  1983.7890    340.96  3           338.25   -999.99     64.24
  1983  10  23  1983.8082    340.82  4           338.94   -999.99     63.85
  1983  10  30  1983.8274    341.21  4           339.07   -999.99     63.95
  1983  11   6  1983.8466    341.51  7           339.10   -999.99     63.93
  1983  11  13  1983.8658    341.80  6           339.46   -999.99     63.89
  1983  11  20  1983.8849    342.05  7           340.13   -999.99     63.82
  1983  11  27  1983.9041    342.43  6           339.67   -999.99     63.89
  1983  12   4  1983.9233    342.62  2           340.31   -999.99     63.81
  1983  12  11  1983.9425    342.97  5           340.64   -999.99     63.93
  1983  12  18  1983.9616    343.54  5           341.13   -999.99     64.29
  1983  12  25  1983.9808    343.76  7           341.41   -999.99     64.33
  1984   1   1  1984.0027    344.19  5           341.51   -999.99     64.51
  1984   1   8  1984.0219    343.89  6           341.86   -999.99     64.07
  1984   1  15  1984.0410    344.09  4           341.48   -999.99     64.13
  1984   1  22  1984.0601    344.49  6           341.63   -999.99     64.40
  1984   1  29  1984.0792    344.71  4           341.88   -999.99     64.48
  1984   2   5  1984.0984    344.99  5           342.55   -999.99     64.62
  1984   2  12  1984.1175    344.78  7           343.00   -999.99     64.26
  1984   2  19  1984.1366    345.12  7           342.78   -999.99     64.42
  1984   2  26  1984.1557    345.05  5           342.81   -999.99     64.15
  1984   3   4  1984.1721    345.36  4           342.51   -999.99     64.27
  1984   3  11  1984.1913    345.67  4           343.36   -999.99     64.33
  1984   3  18  1984.2104    345.86  7           345.12   -999.99     64.24
  1984   3  25  1984.2295    345.91  1           343.72   -999.99     63.99
  1984   4   1  1984.2486   -999.99  0           344.80   -999.99   -999.99
  1984   4   8  1984.2678   -999.99  0           345.23   -999.99   -999.99
  1984   4  15  1984.2869   -999.99  0           345.67   -999.99   -999.99
  1984   4  22  1984.3060   -999.99  0           345.86   -999.99   -999.99
  1984   4  29  1984.3251    347.77  6           345.76   -999.99     64.63
  1984   5   6  1984.3443    347.27  3           346.06   -999.99     64.04
  1984   5  13  1984.3634    348.04  6           346.42    333.32     64.81
  1984   5  20  1984.3825    347.70  5           346.21    333.34     64.54
  1984   5  27  1984.4016    347.68  2           346.07    332.87     64.65
  1984   6   3  1984.4208    347.31  6           346.20    332.35     64.49
  1984   6  10  1984.4399    347.56  4           346.07    332.17     65.00
  1984   6  17  1984.4590    347.11  5           345.43    332.39     64.85
  1984   6  24  1984.4781    346.67  5           345.25    331.65     64.76
  1984   7   1  1984.4973    346.46  4           345.20    331.65     64.93
  1984   7   8  1984.5164    346.31  5           344.30    331.46     65.19
  1984   7  15  1984.5355    345.75  3           344.27    330.80     65.08
  1984   7  22  1984.5546    345.09  4           343.87    330.77     64.90
  1984   7  29  1984.5738    344.97  4           342.98    329.89     65.28
  1984   8   5  1984.5929    344.53  3           344.01    329.61     65.36
  1984   8  12  1984.6120    344.37  1           342.17    329.22     65.72
  1984   8  19  1984.6311    343.25  4           342.11    328.95     65.10
  1984   8  26  1984.6503    342.31  2           341.73    328.25     64.65
  1984   9   2  1984.6694    341.07  3           340.46    328.03     63.83
  1984   9   9  1984.6885    341.29  2           340.59    327.46     64.41
  1984   9  16  1984.7077    342.07  5           340.16    326.66     65.44
  1984   9  23  1984.7268    341.43  4           340.87    327.04     64.95
  1984   9  30  1984.7459    341.95  1           340.08    327.26     65.51
  1984  10   7  1984.7650    341.55  6           340.30    327.10     65.04
  1984  10  14  1984.7842    342.19  1           340.96    327.27     65.53
  1984  10  21  1984.8033    342.12  2           340.75    327.45     65.23
  1984  10  28  1984.8224    342.26  5           341.09    327.68     65.08
  1984  11   4  1984.8415    342.82  4           341.50    327.80     65.31
  1984  11  11  1984.8607    343.32  5           341.70    328.70     65.47
  1984  11  18  1984.8798    343.69  5           342.06    328.51     65.51
  1984  11  25  1984.8989    343.71  2           342.36    328.50     65.22
  1984  12   2  1984.9180    344.24  2           342.62    328.92     65.47
  1984  12   9  1984.9372    344.85  3           342.91    329.42     65.82
  1984  12  16  1984.9563    345.09  4           343.49    329.85     65.84
  1984  12  23  1984.9754    345.77  2           343.72    329.93     66.33
  1984  12  30  1984.9945    345.64  7           343.91    330.52     66.05
  1985   1   6  1985.0137    345.57  5           344.20    330.47     65.81
  1985   1  13  1985.0329    345.36  5           344.00    330.60     65.46
  1985   1  20  1985.0521    345.35  5           344.35    330.97     65.30
  1985   1  27  1985.0712    345.84  6           344.67    331.15     65.65
  1985   2   3  1985.0904    346.16  2           345.02    331.64     65.84
  1985   2  10  1985.1096    346.00  5           344.84    331.05     65.55
  1985   2  17  1985.1288    346.74  4           345.06    331.65     66.14
  1985   2  24  1985.1479    346.94  4           344.92    331.86     66.18
  1985   3   3  1985.1671    347.48  5           345.35    331.72     66.52
  1985   3  10  1985.1863    347.84  5           345.67    331.66     66.65
  1985   3  17  1985.2055    348.19  3           345.74    332.11     66.74
  1985   3  24  1985.2247    348.09  2           346.25    331.81     66.36
  1985   3  31  1985.2438    348.56  7          -999.99    333.20     66.53
  1985   4   7  1985.2630    348.51  4          -999.99    332.81     66.18
  1985   4  14  1985.2822    348.17  5          -999.99    333.14     65.56
  1985   4  21  1985.3014    349.11  4          -999.99    333.27     66.25
  1985   4  28  1985.3205    349.21  5           347.77    333.62     66.15
  1985   5   5  1985.3397    349.54  3           347.39    333.94     66.37
  1985   5  12  1985.3589    349.39  6           347.94    334.16     66.17
  1985   5  19  1985.3781    349.32  4           347.69    333.56     66.14
  1985   5  26  1985.3973    348.92  4           347.68    334.05     65.85
  1985   6   2  1985.4164    349.09  5           347.27    333.91     66.21
  1985   6   9  1985.4356    349.02  4           347.55    333.01     66.39
  1985   6  16  1985.4548    348.59  5           347.19    333.29     66.25
  1985   6  23  1985.4740    348.03  6           346.69    333.42     66.02
  1985   6  30  1985.4932    347.45  7           346.40    332.98     65.82
  1985   7   7  1985.5123    347.31  1           346.36    332.15     66.08
  1985   7  14  1985.5315    347.07  5           345.75    331.86     66.28
  1985   7  21  1985.5507    346.67  3           345.12    331.37     66.34
  1985   7  28  1985.5699    345.96  3           344.98    331.18     66.12
  1985   8   4  1985.5890    345.51  3           344.53    331.02     66.18
  1985   8  11  1985.6082    344.35  1          -999.99    330.38     65.54
  1985   8  18  1985.6274    344.79  6           343.47    329.46     66.49
  1985   8  25  1985.6466    344.94  5           342.31    328.60     67.13
  1985   9   1  1985.6658    344.33  6           341.46    329.49     66.95
  1985   9   8  1985.6849    343.79  5           340.96    329.31     66.77
  1985   9  15  1985.7041    343.54  6           342.07    327.80     66.79
